         1311378 function calls (1282198 primitive calls) in 2.097 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 public.py:2479(ArtifactCollection)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:10(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 xla_device.py:38(pl_multi_process)
        1    0.000    0.000    0.000    0.000 windows_support.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 random.py:792(getrandbits)
       41    0.000    0.000    0.000    0.000 ast.py:777(__init__)
       98    0.000    0.000    0.000    0.000 configparser.py:369(before_read)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
        1    0.000    0.000    0.000    0.000 activation.py:873(MultiheadAttention)
        1    0.000    0.000    0.000    0.000 reductions.py:42(__init__)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image_gradients.py:14(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:691(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:832(WandbStoragePolicy)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:983(__S3BucketPolicy)
       26    0.000    0.000    0.000    0.000 _dtypes.py:46(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tpu_bfloat.py:23(TPUHalfPrecisionPlugin)
        1    0.000    0.000    0.000    0.000 ccompiler.py:15(CCompiler)
        1    0.000    0.000    0.000    0.000 augmentation.py:2163(RandomBoxBlur)
        1    0.000    0.000    0.000    0.000 mean_iou.py:1(<module>)
        1    0.000    0.000    0.000    0.000 augmentation3d.py:919(RandomPerspective3D)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 env.py:105(_env_as_bool)
       13    0.000    0.000    0.000    0.000 _internal.py:826(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 type_from_ast.py:1(<module>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 wandb_controller.py:159(_WandbController)
        2    0.000    0.000    0.000    0.000 _ops.py:75(__getattr__)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
       13    0.000    0.000    0.000    0.000 saved_object_graph_pb2.py:6(<lambda>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:532(<listcomp>)
        2    0.000    0.000    0.000    0.000 parse.py:159(hostname)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        2    0.000    0.000    0.000    0.000 spec.py:46(__init__)
        5    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        7    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:750(_newname)
        2    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 scatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.000    0.000 divergence.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 types.py:630(File)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 compat.py:7(<module>)
        2    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 average_precision.py:27(AveragePrecision)
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
        1    0.000    0.000    0.000    0.000 tracing.py:101(Span)
        1    0.000    0.000    0.000    0.000 concat_ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pswindows.py:288(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:8(is_available)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:758(_define_guard)
        1    0.000    0.000    0.000    0.000 distributed.py:81(UnrepeatedDistributedSampler)
        1    0.000    0.000    0.000    0.000 cluster_environment.py:17(ClusterEnvironment)
        1    0.000    0.000    0.000    0.000 checkpoint_connector.py:44(CheckpointConnector)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        1    0.000    0.000    0.000    0.000 __init__.py:25(_generate_default_integrations_iterator)
        1    0.000    0.000    0.000    0.000 no_unused_fragments.py:5(NoUnusedFragments)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear.py:9(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 accuracy.py:30(Accuracy)
        2    0.000    0.000    0.000    0.000 metadata.py:490(_search_paths)
        1    0.000    0.000    0.000    0.000 metadata.py:527(distributions)
       11    0.000    0.000    0.000    0.000 attr_value_pb2.py:6(<lambda>)
       14    0.000    0.000    0.000    0.000 op_def_pb2.py:6(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        3    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 __init__.py:1591(handle)
        1    0.000    0.000    0.000    0.000 platform.py:779(uname_result)
        1    0.000    0.000    0.000    0.000 unicode_paths.py:25(<module>)
        1    0.000    0.000    0.000    0.000 line.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:49(UninitializedTensorMixin)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
       49    0.000    0.000    0.000    0.000 version.py:511(<lambda>)
        1    0.000    0.000    0.000    0.000 spec.py:1193(AbstractBufferedFile)
        1    0.000    0.000    0.000    0.000 decorators.py:14(<module>)
        1    0.000    0.000    0.000    0.000 optimizer_connector.py:20(OptimizerConnector)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 lexer.py:314(read_string)
        1    0.000    0.000    0.000    0.000 base.py:19(Object)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
       69    0.000    0.000    0.000    0.000 _jit_internal.py:871(__getitem__)
        1    0.000    0.000    0.000    0.000 frontend.py:543(StmtBuilder)
        1    0.000    0.000    0.000    0.000 autonotebook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ddp.py:334(register_plugins)
        2    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        4    0.000    0.000    0.000    0.000 threading.py:1122(daemon)
        3    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        6    0.000    0.000    0.000    0.000 six.py:123(__init__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
       42    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
        1    0.000    0.000    0.000    0.000 _common.py:595(outer)
        2    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 observer.py:1041(RecordingObserver)
        1    0.000    0.000    0.000    0.000 stat_scores.py:25(StatScores)
        1    0.000    0.000    0.000    0.000 file_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nms.py:26(NonMaximaSuppression2d)
       32    0.000    0.000    0.000    0.000 enum.py:763(name)
        1    0.000    0.000    0.000    0.000 types.py:218(Choice)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 get_field_def.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:202(IStream)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 events.py:540(LoggingEventHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:1425(TarFile)
        1    0.000    0.000    0.000    0.000 conv.py:591(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 upsampling.py:152(UpsamplingNearest2d)
       23    0.000    0.000    0.000    0.000 frontend.py:246(<listcomp>)
        3    0.000    0.000    0.000    0.000 contextlib.py:389(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
       11    0.000    0.000    0.000    0.000 cached_property.py:9(__init__)
        1    0.000    0.000    0.000    0.000 reference.py:26(Reference)
        1    0.000    0.000    0.000    0.000 data_types.py:80(_WBValueArtifactTarget)
        1    0.000    0.000    0.000    0.000 dirsnapshot.py:53(DirectorySnapshotDiff)
        1    0.000    0.000    0.000    0.000 conv.py:33(_ConvNd)
        1    0.000    0.000    0.000    0.000 connection.py:273(PipeConnection)
        1    0.000    0.000    0.000    0.000 metadata.py:153(Distribution)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:15(<module>)
        1    0.000    0.000    0.000    0.000 wandb_summary.py:137(SummarySubDict)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:27(merge_dicts)
        1    0.000    0.000    0.000    0.000 dir_util.py:1(<module>)
        6    0.000    0.000    0.000    0.000 plugin_data_pb2.py:6(<lambda>)
       63    0.000    0.000    0.000    0.000 dtypes.py:310(__hash__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1996(Chebyshev)
        2    0.000    0.000    0.000    0.000 utils.py:16(__init__)
       34    0.000    0.000    0.000    0.000 _dtypes.py:27(types_by_name)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:164(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:13(FakeQuantizeBase)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        1    0.000    0.000    0.000    0.000 local.py:194(LocalFileOpener)
        1    0.000    0.000    0.000    0.000 lazy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:167(get_build_version)
       11    0.000    0.000    0.000    0.000 step_stats_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 env_vars_connector.py:15(<module>)
        1    0.000    0.000    0.000    0.000 augmentation.py:1968(RandomFisheye)
        1    0.000    0.000    0.000    0.000 yuv.py:73(RgbToYuv)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 hub.py:214(__init__)
        1    0.000    0.000    0.000    0.000 mman.py:18(WindowCursor)
        1    0.000    0.000    0.000    0.000 pack.py:654(PackEntity)
        2    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:119(CudnnModule)
        4    0.000    0.000    0.000    0.000 metadata.py:383(__init__)
        1    0.000    0.000    0.000    0.000 profilers.py:322(AdvancedProfiler)
        4    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        2    0.000    0.000    0.000    0.000 inspect.py:2890(replace)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
       26    0.000    0.000    0.000    0.000 definition.py:471(__init__)
       15    0.000    0.000    0.000    0.000 ast.py:49(__init__)
        5    0.000    0.000    0.000    0.000 descriptor_pool.py:71(_Deprecated)
       19    0.000    0.000    0.000    0.000 __init__.py:3143(_always_object)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 adaptive.py:18(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 normal.py:11(Normal)
        1    0.000    0.000    0.000    0.000 _flagvalues.py:49(FlagValues)
        1    0.000    0.000    0.000    0.000 augmentation3d.py:1027(RandomEqualize3D)
        6    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.000    0.000 commit.py:45(Commit)
        2    0.000    0.000    0.000    0.000 message_factory.py:59(__init__)
       18    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 rnn.py:146(_LSTMLayer)
        1    0.000    0.000    0.000    0.000 ndcg.py:14(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:123(IndexBatchSamplerWrapper)
       10    0.000    0.000    0.000    0.000 struct_pb2.py:6(<lambda>)
        6    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 __init__.py:791(filter)
        3    0.000    0.000    0.000    0.000 subprocess.py:175(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:124(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 _functools.py:25(update_wrapper)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 internal.py:12(Api)
        1    0.000    0.000    0.000    0.000 proactor_events.py:619(BaseProactorEventLoop)
        4    0.000    0.000    0.000    0.000 __init__.py:8(set_module)
        1    0.000    0.000    0.000    0.000 reciprocal_rank.py:14(<module>)
        5    0.000    0.000    0.000    0.000 compression.py:19(register_compression)
        1    0.000    0.000    0.000    0.000 progress.py:63(ProgressBarBase)
        1    0.000    0.000    0.000    0.000 augmentation.py:1880(RandomChannelShuffle)
        1    0.000    0.000    0.000    0.000 adjust.py:976(Invert)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:410(__iter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 utils.py:200(to_auth)
        3    0.000    0.000    0.000    0.000 numerictypes.py:231(obj2sctype)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 remote.py:79(PushInfo)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:645(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 dist.py:347(Distribution)
        3    0.000    0.000    0.000    0.000 {method 'set' of 'ContextVar' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        3    0.000    0.000    0.000    0.000 definition.py:24(is_input_type)
        1    0.000    0.000    0.000    0.000 descriptor.py:421(FieldDescriptor)
        3    0.000    0.000    0.000    0.000 _jit_internal.py:494(unused)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.000    0.000 readfilesfromzip.py:11(ReadFilesFromZipIterDataPipe)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:648(LOBPCG)
        1    0.000    0.000    0.000    0.000 fall_out.py:14(<module>)
        1    0.000    0.000    0.000    0.000 precision.py:14(<module>)
        1    0.000    0.000    0.000    0.000 recall.py:14(<module>)
        1    0.000    0.000    0.000    0.000 auroc.py:25(AUROC)
        1    0.000    0.000    0.000    0.000 metadata.py:189(discover)
        1    0.000    0.000    0.000    0.000 augmentation.py:48(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 normalize.py:11(Normalize)
       19    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:924(clear)
       10    0.000    0.000    0.000    0.000 contextlib.py:383(_create_cb_wrapper)
       24    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 client.py:768(HTTPConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:1056(Path)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1665(ArgumentParser)
        1    0.000    0.000    0.000    0.000 util.py:82(git_working_dir)
        1    0.000    0.000    0.000    0.000 _script.py:445(RecursiveScriptModule)
        1    0.000    0.000    0.000    0.000 torchelastic_environment.py:25(TorchElasticEnvironment)
        6    0.000    0.000    0.000    0.000 monkey.py:51(<genexpr>)
        1    0.000    0.000    0.000    0.000 _convert_np.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       23    0.000    0.000    0.000    0.000 typing.py:1569(overload)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        3    0.000    0.000    0.000    0.000 _jit_internal.py:551(ignore)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(EmbeddingPackedParams)
        1    0.000    0.000    0.000    0.000 functional_modules.py:7(FloatFunctional)
        6    0.000    0.000    0.000    0.000 plugins_registry.py:83(do_register)
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        5    0.000    0.000    0.000    0.000 threading.py:1189(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        4    0.000    0.000    0.000    0.000 tempfile.py:85(_infer_return_type)
        1    0.000    0.000    0.000    0.000 definition.py:266(GraphQLArgument)
        1    0.000    0.000    0.000    0.000 mman.py:487(__init__)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:412(ConstType)
        1    0.000    0.000    0.000    0.000 artifacts.py:111(ArtifactEntry)
        6    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
        1    0.000    0.000    0.000    0.000 pooling.py:541(AvgPool2d)
        1    0.000    0.000    0.000    0.000 profiler.py:809(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:10(SpectralNorm)
        1    0.000    0.000    0.000    0.000 listdirfiles.py:5(ListDirFilesIterDataPipe)
        1    0.000    0.000    0.000    0.000 precision_recall.py:185(Recall)
        1    0.000    0.000    0.000    0.000 plugins_registry.py:25(_TrainingTypePluginsRegistry)
        7    0.000    0.000    0.000    0.000 variable_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 augmentation.py:2109(RandomThinPlateSpline)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:778(items)
        1    0.000    0.000    0.000    0.000 contextlib.py:242(helper)
        5    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        9    0.000    0.000    0.000    0.000 threading.py:1107(daemon)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_comparators.py:1(<module>)
       15    0.000    0.000    0.000    0.000 source.py:7(__init__)
        1    0.000    0.000    0.000    0.000 pack.py:244(PackIndexFile)
       18    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
       16    0.000    0.000    0.000    0.000 observer.py:27(__init__)
        1    0.000    0.000    0.000    0.000 explained_variance.py:26(ExplainedVariance)
        1    0.000    0.000    0.000    0.000 metadata.py:455(Prepared)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:298(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 augmentation.py:1922(RandomGaussianNoise)
        5    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 tree.py:72(TreeModifier)
        1    0.000    0.000    0.000    0.000 tree.py:152(Tree)
        1    0.000    0.000    0.000    0.000 __init__.py:594(manager_path)
        1    0.000    0.000    0.000    0.000 dtypes.py:528(<dictcomp>)
        1    0.000    0.000    0.000    0.000 spatial_soft_argmax.py:533(SpatialSoftArgmax2d)
        1    0.000    0.000    0.000    0.000 dice.py:79(DiceLoss)
        3    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:30(Retry)
        1    0.000    0.000    0.000    0.000 get_operation_ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 public.py:563(Attrs)
        1    0.000    0.000    0.000    0.000 encoder.py:388(_SignedVarintEncoder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 conv.py:237(Conv1d)
        1    0.000    0.000    0.000    0.000 deepspeed_precision.py:29(DeepSpeedPrecisionPlugin)
        1    0.000    0.000    0.000    0.000 windows_support.py:5(windows_only)
        2    0.000    0.000    0.000    0.000 op_evaluator.py:65(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1544(Document)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:514(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        5    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        1    0.000    0.000    0.000    0.000 parser.py:159(Option)
        3    0.000    0.000    0.000    0.000 parse.py:201(_hostinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 wandb_run.py:108(ExitHooks)
       25    0.000    0.000    0.000    0.000 _jit_internal.py:881(is_scripting)
        1    0.000    0.000    0.000    0.000 pooling.py:619(AvgPool3d)
        1    0.000    0.000    0.000    0.000 upsampling.py:197(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:559(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 linear.py:101(Linear)
        1    0.000    0.000    0.000    0.000 spawn.py:35(ProcessExitedException)
        1    0.000    0.000    0.000    0.000 connection.py:119(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 ssim.py:24(SSIM)
        1    0.000    0.000    0.000    0.000 profilers.py:35(AbstractProfiler)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        1    0.000    0.000    0.000    0.000 six.py:136(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:496(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _collections.py:46(__init__)
        1    0.000    0.000    0.000    0.000 models.py:589(Response)
        1    0.000    0.000    0.000    0.000 buf.py:7(SlidingWindowMapBuffer)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1096(_Setter)
        1    0.000    0.000    0.000    0.000 wandb_summary.py:20(SummaryDict)
        2    0.000    0.000    0.000    0.000 preinit.py:6(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:538(WorkingSet)
        1    0.000    0.000    0.000    0.000 compat.py:16(<module>)
        4    0.000    0.000    0.000    0.000 _torch_docs.py:28(<dictcomp>)
        5    0.000    0.000    0.000    0.000 _core.py:312(__add__)
       23    0.000    0.000    0.000    0.000 _script.py:119(_get_type_trace_db)
        1    0.000    0.000    0.000    0.000 retrieval_metric.py:27(RetrievalMetric)
        1    0.000    0.000    0.000    0.000 encoder.py:43(__init__)
        2    0.000    0.000    0.000    0.000 _flag.py:143(_get_parsed_value_as_string)
        1    0.000    0.000    0.000    0.000 affwarp.py:621(Resize)
        1    0.000    0.000    0.000    0.000 affwarp.py:674(Affine)
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       30    0.000    0.000    0.000    0.000 typing.py:761(<genexpr>)
        4    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:1396(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(NullProvider)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd.kineto_available}
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 activation.py:173(Hardtanh)
        1    0.000    0.000    0.000    0.000 functional_modules.py:127(QFunctional)
        1    0.000    0.000    0.000    0.000 cohen_kappa.py:23(CohenKappa)
        9    0.000    0.000    0.000    0.000 metadata.py:471(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv_logs.py:37(ExperimentWriter)
        7    0.000    0.000    0.000    0.000 lazy.py:66(LazyModule)
        1    0.000    0.000    0.000    0.000 homography_warper.py:180(HomographyWarper)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:774(keys)
        2    0.000    0.000    0.000    0.000 ast.py:520(__instancecheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:108(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
        4    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        1    0.000    0.000    0.000    0.000 wandb_artifacts.py:1093(TrackingHandler)
        1    0.000    0.000    0.000    0.000 windows_events.py:405(IocpProactor)
        1    0.000    0.000    0.000    0.000 introspection.py:195(TypeFieldResolvers)
       26    0.000    0.000    0.000    0.000 _dtypes.py:33(types_by_class)
        1    0.000    0.000    0.000    0.000 well_known_types.py:757(Struct)
        3    0.000    0.000    0.000    0.000 _pytree.py:38(_register_pytree_node)
        1    0.000    0.000    0.000    0.000 profiler.py:328(profile)
        1    0.000    0.000    0.000    0.000 binned_precision_recall.py:37(BinnedPrecisionRecallCurve)
        1    0.000    0.000    0.000    0.000 f_beta.py:182(F1)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:494(TensorShape)
        1    0.000    0.000    0.000    0.000 canny.py:154(Canny)
        1    0.000    0.000    0.000    0.000 nms.py:66(NonMaximaSuppression3d)
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
